ticker,permno,date,comnam,rtype,ptype,psub,caldt,ym,usdret,usdprc,market_equity,assets,sales,net_income,book_equity,debt_at,cash_at,ocf_at,roe,btm,beta,quarter,MORTGAGE30US
BHR,14268,2021-07-01,BRAEMAR HOTELS & RESORTS INC,2.0,5.0,9.0,2021-07-30,2021m7,-0.1787,5.1,298.0695,1680.75,192.717,-101.04,293.277,0.7018777,0.07437513,-0.022284694,-0.3810499489577978,0.9839215621076312,2.865051107385994,2021Q3,
BHR,14268,2021-10-01,BRAEMAR HOTELS & RESORTS INC,2.0,5.0,9.0,2021-10-29,2021m10,0.0474,5.08,324.9879,1760.116,277.294,-62.342,366.508,0.6845981,0.12220217,0.002561763,-0.3810499489577978,1.127758875371556,2.8664353876197604,2021Q4,
BHR,14268,2022-01-01,BRAEMAR HOTELS & RESORTS INC,2.0,5.0,9.0,2022-03-31,2022m3,0.0386,6.18,403.8568,1839.993,348.708,-50.611,395.284,0.67047155,0.13058202,0.022004975,-0.3810499489577978,0.9787726351206004,2.763757272782084,2022Q1,
BHR,14268,2022-04-01,BRAEMAR HOTELS & RESORTS INC,2.0,5.0,9.0,2022-06-30,2022m6,-0.2586,4.29,305.7483,1879.522,427.338,-26.664,343.89,0.65634507,0.14012818,0.034024607,-0.0668553848622599,1.1247486922709915,2.669296068575164,2022Q2,
BHR,14268,2022-07-01,BRAEMAR HOTELS & RESORTS INC,2.0,5.0,9.0,2022-07-29,2022m7,0.2098,5.19,369.8913,2048.141,505.378,-3.293,434.3,0.63423955,0.11050899,0.03943918,-0.0668553848622599,1.174128651083063,2.680384195877041,2022Q3,
BHR,14268,2022-10-01,BRAEMAR HOTELS & RESORTS INC,2.0,5.0,9.0,2022-12-30,2022m12,0.1274,4.11,293.68417,2092.599,583.304,20.306,448.758,0.6204452,0.14295572,0.05365433,-0.0668553848622599,1.5280292999526432,2.5617578181595366,2022Q4,
BHR,14268,2023-01-01,BRAEMAR HOTELS & RESORTS INC,2.0,5.0,9.0,2023-03-31,2023m3,-0.1609,3.86,254.88351,2210.094,629.042,19.212,432.363,0.5871402,0.18678391,0.051033575,-0.0668553848622599,1.696316082167994,2.590914317501342,2023Q1,
BHR,14268,2023-04-01,BRAEMAR HOTELS & RESORTS INC,2.0,5.0,9.0,2023-06-30,2023m6,-0.0049,4.02,265.115,2397.714,671.934,17.761,332.721,0.58172995,0.13166541,0.04566141,0.043309688290217,1.2550064970182149,2.5610859275098203,2023Q2,
BHR,14268,2023-07-01,BRAEMAR HOTELS & RESORTS INC,2.0,5.0,9.0,2023-07-31,2023m7,-0.0796,3.7,244.0113,2409.522,727.437,19.132,391.548,0.5554056,0.14299642,0.051048715,0.043309688290217,1.604630642616738,2.534851420777792,2023Q3,
BHR,14268,2023-10-01,BRAEMAR HOTELS & RESORTS INC,2.0,5.0,9.0,2023-10-31,2023m10,-0.0542,2.62,172.90427,2261.51,741.382,2.92,376.436,0.52906954,0.08466202,0.04050789,0.043309688290217,2.1771354415831827,2.534233042871991,2023Q4,
BHR,14268,2024-01-01,BRAEMAR HOTELS & RESORTS INC,2.0,5.0,9.0,2024-03-28,2024m3,-0.1009,2.0,133.042,2267.627,740.249,-11.07,340.565,0.5464699,0.09120944,0.034616806,0.043309688290217,2.5598307484960108,2.503164391707823,2024Q1,
BHR,14268,2024-04-01,BRAEMAR HOTELS & RESORTS INC,2.0,5.0,9.0,2024-06-28,2024m6,-0.0681,2.55,169.51634,2226.824,745.491,-27.017,225.708,0.5491332,0.074771516,0.038041174,-0.0880132914175883,1.3314821892336668,2.361034441669414,2024Q2,
BHR,14268,2024-07-01,BRAEMAR HOTELS & RESORTS INC,2.0,5.0,9.0,2024-09-30,2024m9,0.0096,3.09,205.55298,2281.432,747.981,-27.122,307.257,0.56261814,0.09617775,0.03438016,-0.0880132914175883,1.494782538628022,2.434442569483533,2024Q3,
BHR,14268,2024-10-01,BRAEMAR HOTELS & RESORTS INC,2.0,5.0,9.0,2024-12-31,2024m12,-0.1528,3.0,199.566,2211.715,747.628,-36.841,282.264,0.5188503,0.0754826,0.037484035,-0.0880132914175883,1.414389262541512,2.504857910772196,2024Q4,
BIGT,86711,1999-01-01,PINNACLE HOLDINGS INC,2.0,1.0,1.0,1999-03-31,1999m3,0.0661,15.125,453.75,143.178,34.009,-31.642,14.753,0.84218943,0.011831427,0.0022699018,,0.0325134991942686,,1999Q1,
BIGT,86711,1999-04-01,PINNACLE HOLDINGS INC,2.0,1.0,1.0,1999-06-30,1999m6,0.3471,24.5,735.0,516.148,32.019,-36.63,,0.839329,0.026738456,0.010547362,,,,1999Q2,
BIGT,86711,1999-07-01,PINNACLE HOLDINGS INC,2.0,1.0,1.0,1999-08-31,1999m8,0.0203,25.1875,755.625,584.527,38.654,-44.011,211.901,0.60540915,0.0021829617,0.010547362,,0.2804314322270471,,1999Q3,
BIGT,86711,1999-10-01,PINNACLE HOLDINGS INC,2.0,1.0,1.0,1999-12-31,1999m12,0.4836,42.375,1741.4006,665.277,45.232,-46.966,198.137,0.66614205,0.00761337,0.010547362,,0.1137802470974782,,1999Q4,
BIGT,86711,2000-01-01,PINNACLE HOLDINGS INC,2.0,1.0,1.0,2000-03-31,2000m3,-0.0812,53.75,2598.3289,1126.873,59.405,-52.669,396.854,0.6256127,0.1347694,0.010547362,,0.152734331214343,,2000Q1,
BIGT,86711,2000-04-01,PINNACLE HOLDINGS INC,2.0,1.0,1.0,2000-06-30,2000m6,0.102,54.0,2610.846,1130.504,85.119,-61.093,374.226,0.6363224,0.083912134,0.019801788,-0.1632516180062315,0.1433351538863624,,2000Q2,
BIGT,86711,2000-07-01,PINNACLE HOLDINGS INC,2.0,1.0,1.0,2000-07-31,2000m7,0.0405,56.1875,2716.6094,1442.253,113.034,-73.202,633.602,0.5345706,0.15817752,0.0060842307,-0.1632516180062315,0.233232634188349,,2000Q3,
BIGT,86711,2000-10-01,PINNACLE HOLDINGS INC,2.0,1.0,1.0,2000-10-31,2000m10,-0.4085,15.75,762.78827,1480.374,143.645,-82.429,612.807,0.5566634,0.105434164,0.0102014765,-0.1632516180062315,0.8033776173609616,2.5737945876864288,2000Q4,
BIGT,86711,2001-01-01,PINNACLE HOLDINGS INC,2.0,1.0,1.0,2001-01-31,2001m1,0.3517,12.25,593.2797,1481.567,166.201,-104.974,575.933,0.5880902,0.047362693,0.008131255,-0.1632516180062315,0.9707612359910102,2.3872571570185697,2001Q1,
BIGT,86711,2001-04-01,PINNACLE HOLDINGS INC,2.0,1.0,1.0,2001-06-29,2001m6,0.484,6.01,291.0703,1469.607,175.648,-124.295,534.103,0.6030585,0.030098522,0.010575617,-0.2327172848682745,1.834962221864348,2.0305615986972,2001Q2,
BIGT,86711,2001-07-01,PINNACLE HOLDINGS INC,2.0,1.0,1.0,2001-07-31,2001m7,-0.3677,3.8,184.0378,1449.625,184.0,-138.446,494.114,0.6151998,0.023940675,0.01736449,-0.2327172848682745,2.684850731724202,2.1087229531195466,2001Q3,
BMP,75211,1987-10-01,BURNHAM AMERICAN PROPERTIES INC,2.0,2.0,4.0,1987-12-31,1987m12,-0.0831,13.125,12.7575,18.328,2.667,0.361,6.842,0.59657353,0.0055652554,0.056634657,,0.5363119739470426,,1987Q4,
BMP,75211,1988-01-01,BURNHAM AMERICAN PROPERTIES INC,2.0,2.0,4.0,1988-01-29,1988m1,0.1429,15.0,14.58,18.614,2.835,0.291,6.631,0.6290427,0.0121951215,0.054099064,0.0438847835922183,0.4548011002717195,,1988Q1,
BMP,75211,1988-04-01,BURNHAM AMERICAN PROPERTIES INC,2.0,2.0,4.0,1988-05-31,1988m5,-0.0119,15.625,15.1875,18.614,2.835,0.291,6.631,0.6290427,0.0121951215,0.054099064,0.0438847835922183,0.4366090562608507,,1988Q2,
BMR,90301,2004-07-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2004-08-31,2004m8,-0.0006,17.75,485.16074,49.933,6.984,2.371,12.58,0.7404122,0.0017623616,0.04826594,,0.025929549996998,,2004Q3,
BMR,90301,2004-10-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2004-11-30,2004m11,0.0831,19.69,617.9313,49.791,6.949,2.447,12.704,0.7383262,0.0011447852,0.04826594,,0.0205589200871293,,2004Q4,
BMR,90301,2005-01-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2005-01-31,2005m1,-0.1018,19.95,626.0909,519.764,15.173,4.044,426.473,0.10488606,0.07256562,0.04826594,,0.6811678766973874,,2005Q1,
BMR,90301,2005-04-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2005-06-30,2005m6,0.0792,23.85,1063.5908,581.723,32.547,5.783,421.817,0.17574687,0.052153688,0.02404237,0.0137097366867622,0.3965970802999032,,2005Q2,
BMR,90301,2005-07-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2005-07-29,2005m7,0.0662,25.43,1134.0509,601.617,55.435,10.988,419.873,0.20128088,0.030155398,0.038856946,0.0137097366867622,0.3702417546654102,,2005Q3,
BMR,90301,2005-10-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2005-12-30,2005m12,-0.039,24.4,1137.894,1327.145,82.395,11.796,735.999,0.37661144,0.08861579,0.026869709,0.0137097366867622,0.6468080712592736,,2005Q4,
BMR,90301,2006-01-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2006-01-31,2006m1,0.0996,26.83,1251.217,1330.481,114.572,14.778,735.554,0.37430373,0.06039996,0.033984702,0.0137097366867622,0.5878708618195574,,2006Q1,
BMR,90301,2006-04-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2006-04-28,2006m4,-0.0661,27.68,1294.9258,1337.31,136.808,17.046,730.475,0.38378012,0.019291712,0.04082524,0.0137097366867622,0.5641056837320113,1.3279730926554716,2006Q2,
BMR,90301,2006-07-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2006-09-29,2006m9,-0.0164,30.34,1987.0576,1346.897,155.517,15.319,725.5,0.39132687,0.026883272,0.048899803,0.0233355008727198,0.3651127128233133,1.083450112372228,2006Q3,
BMR,90301,2006-10-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2006-11-30,2006m11,-0.063,30.2,1977.9792,1806.952,176.079,20.672,1006.012,0.39027157,0.015684977,0.042228572,0.0233355008727198,0.5086059542463761,1.0349508127923774,2006Q4,
BMR,90301,2007-01-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2007-02-28,2007m2,-0.063,27.95,1829.5232,2139.346,197.998,25.918,1218.087,0.38068035,0.024969313,0.040611945,0.0233355008727198,0.6657947834949965,1.0720724940937565,2007Q1,
BMR,90301,2007-04-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2007-04-30,2007m4,0.0916,28.71,1879.213,2692.642,222.595,35.033,1214.713,0.49889886,0.011917663,0.037708316,0.0233355008727198,0.6463945346777149,1.1088490750398696,2007Q2,
BMR,90301,2007-07-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2007-07-31,2007m7,-0.1306,21.84,1429.4935,2789.708,245.662,49.331,1211.46,0.43529144,0.009184833,0.037031833,0.0288405573991551,0.8474749699369042,1.2842705408365311,2007Q3,
BMR,90301,2007-10-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2007-10-31,2007m10,-0.0087,23.89,1563.911,2894.981,264.729,59.621,1225.062,0.4534548,0.010219411,0.037257586,0.0288405573991551,0.7833323070934023,1.1786897425882088,2007Q4,
BMR,90301,2008-01-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2008-03-31,2008m3,0.1052,23.89,1567.0167,3008.162,265.463,65.631,1197.903,0.4750715,0.009449957,0.037528895,0.0288405573991551,0.7644480852559888,0.9761358717443458,2008Q1,
BMR,90301,2008-04-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2008-04-30,2008m4,0.0883,26.0,1864.772,3057.268,266.206,70.881,1156.936,0.49089155,0.00730914,0.03756393,0.0288405573991551,0.6204168848289496,1.0015134898636613,2008Q2,
BMR,90301,2008-07-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2008-09-30,2008m9,0.0002,26.45,1896.994,3125.949,264.496,67.581,1124.135,0.5025834,0.008872186,0.037025236,0.0622855881764465,0.592587541007312,0.7766387771516413,2008Q3,
BMR,90301,2008-10-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2008-12-31,2008m12,0.2935,11.72,941.64343,3182.534,267.101,68.443,1294.391,0.46999592,0.009221583,0.03567252,0.0622855881764465,1.3746084129757847,1.56525394225735,2008Q4,
BMR,90301,2009-01-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2009-03-31,2009m3,-0.1671,6.77,549.5954,3222.418,283.003,68.662,1274.876,0.4802251,0.009850367,0.03525148,0.0622855881764465,2.3196628548093225,1.3699370065987522,2009Q1,
BMR,90301,2009-04-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2009-06-30,2009m6,0.0519,10.23,1002.85706,3226.799,301.258,64.897,1386.846,0.41753638,0.009079896,0.03565329,0.0465400632371723,1.3828949300196258,1.6246286004623274,2009Q2,
BMR,90301,2009-07-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2009-09-30,2009m9,0.0319,13.8,1354.2355,3310.162,327.63,67.747,1407.446,0.43019012,0.011258965,0.040580492,0.0465400632371723,1.0392920395554393,1.6248866480810211,2009Q3,
BMR,90301,2009-10-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2009-12-31,2009m12,0.1629,15.78,1558.417,3311.912,342.427,72.237,1595.176,0.41161874,0.015018213,0.04165962,0.0465400632371723,1.0235874129906342,1.6272059307050282,2009Q4,
BMR,90301,2010-01-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2010-03-31,2010m3,0.0796,16.54,1643.034,3293.811,353.622,63.865,1591.941,0.40874872,0.014042396,0.044902697,0.0465400632371723,0.968903211331087,1.6081839495926011,2010Q1,
BMR,90301,2010-04-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2010-04-30,2010m4,0.1191,18.51,2101.718,3283.274,359.084,58.722,1584.342,0.41477045,0.010744458,0.044190343,0.0465400632371723,0.7538318846846366,1.6269328387063142,2010Q2,
BMR,90301,2010-07-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2010-09-30,2010m9,0.0585,17.92,2344.4915,3360.195,357.87,43.997,1600.662,0.42573214,0.015506243,0.038544785,0.0368873234924421,0.6827331160316373,1.5608366984101216,2010Q3,
BMR,90301,2010-10-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2010-12-31,2010m12,0.0675,18.65,2440.2034,3428.221,365.017,30.002,1813.23,0.3746077,0.009592731,0.03962259,0.0368873234924421,0.7430651444582537,1.55703626045057,2010Q4,
BMR,90301,2011-01-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2011-01-31,2011m1,-0.0429,17.85,2343.58,3572.553,368.589,30.771,2090.001,0.31448856,0.0092569655,0.03732121,0.0368873234924421,0.8917984351131601,1.559367228066322,2011Q1,
BMR,90301,2011-04-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2011-04-29,2011m4,0.0431,19.84,2603.762,3959.754,384.964,38.816,2073.178,0.3781712,0.007939382,0.040885117,0.0368873234924421,0.7962240706007788,1.553264995237838,2011Q2,
BMR,90301,2011-07-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2011-09-30,2011m9,-0.0831,16.57,2175.061,3959.08,397.009,39.908,2060.432,0.38527486,0.0065767807,0.04434717,0.0186546774864052,0.9472984365797672,1.5289425091815922,2011Q3,
BMR,90301,2011-10-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2011-10-31,2011m10,0.0929,18.11,2377.2092,3992.85,410.089,39.254,2041.688,0.3980297,0.004670098,0.04513969,0.0186546774864052,0.8588591804786432,1.5012341812382215,2011Q4,
BMR,90301,2012-01-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2012-03-30,2012m3,0.0421,18.98,2927.1526,4029.029,428.514,38.938,2027.057,0.41318095,0.005629396,0.048156515,0.0186546774864052,0.6925013325530315,1.4708360009185897,2012Q1,
BMR,90301,2012-04-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2012-06-29,2012m6,0.0468,18.68,2879.7087,4428.545,437.21,42.189,2404.107,0.37967888,0.0037057318,0.039523363,0.017501176037215,0.83484377841813,1.461200639792298,2012Q2,
BMR,90301,2012-07-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2012-09-28,2012m9,0.0219,18.72,2889.1511,4545.249,450.824,38.737,2376.664,0.39840722,0.0029340526,0.04361059,0.017501176037215,0.8226167695977122,1.4517989482687732,2012Q3,
BMR,90301,2012-10-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2012-12-31,2012m12,0.0153,19.33,2982.967,4799.692,469.41,25.843,2339.157,0.43803665,0.0036221074,0.041956235,0.017501176037215,0.7841712571482939,1.4700321122457929,2012Q4,
BMR,90301,2013-01-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2013-01-31,2013m1,0.0528,20.35,3140.3713,4831.107,489.704,23.495,2312.061,0.44310093,0.004273555,0.04471439,0.017501176037215,0.7362381231697527,1.4723344939248744,2013Q1,
BMR,90301,2013-04-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2013-04-30,2013m4,0.0421,22.51,4193.748,4834.479,516.778,16.113,2278.856,0.44871122,0.0041319863,0.04927832,0.017501176037215,0.5433936319090347,1.4834118765718955,2013Q2,
BMR,90301,2013-07-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2013-09-30,2013m9,0.0225,18.59,3571.6038,4999.632,557.252,26.781,2537.181,0.4508878,0.0037106732,0.046790242,0.0051741783776664,0.7103758103633766,1.6062349001832246,2013Q3,
BMR,90301,2013-10-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2013-10-31,2013m10,0.0715,19.92,3827.1301,5863.783,592.097,46.695,3002.986,0.4317827,0.0047181146,0.046845526,0.0051741783776664,0.7846574545375712,1.465254041315006,2013Q4,
BMR,90301,2014-01-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2014-03-31,2014m3,0.0029,20.49,3945.7798,5894.155,617.018,44.533,2970.079,0.43548378,0.00495915,0.045282997,0.0051741783776664,0.7527229824630987,1.4009402715043031,2014Q1,
BMR,90301,2014-04-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2014-05-30,2014m5,0.0383,21.7,4177.402,5972.601,636.409,46.644,2939.987,0.44724116,0.0058108685,0.04684542,0.0051741783776664,0.7037836101354084,0.9463709355596556,2014Q2,
BMR,90301,2014-07-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2014-07-31,2014m7,-0.0151,21.5,4166.4204,6075.431,639.416,48.165,2923.592,0.4555053,0.009731161,0.048923936,0.0158653762754733,0.7017035464892766,0.8959920809012777,2014Q3,
BMR,90301,2014-10-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2014-11-28,2014m11,-0.0124,21.45,4235.131,6159.737,651.193,51.995,2893.363,0.46242008,0.0063320887,0.046363182,0.0158653762754733,0.6831814735150755,0.9247399935475216,2014Q4,
BMR,90301,2015-01-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2015-03-31,2015m3,0.0306,22.66,4616.114,6238.312,661.723,63.708,2949.254,0.4572822,0.0054283915,0.047922097,0.0158653762754733,0.63890404488494,0.7373740877004077,2015Q1,
BMR,90301,2015-04-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2015-05-29,2015m5,-0.0173,20.39,4150.731,6170.886,675.354,193.778,3003.013,0.44072503,0.007561151,0.04826746,0.0158653762754733,0.7234901369067581,0.6704357944554911,2015Q2,
BMR,90301,2015-07-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2015-09-30,2015m9,0.0941,19.98,4067.2886,6308.418,684.779,192.29,3082.099,0.43831608,0.010297035,0.047044758,0.0645278591867567,0.7577773548873531,0.5481470149221317,2015Q3,
BMR,90301,2015-10-01,BIOMED REALTY TRUST INC,2.0,4.0,1.0,2015-10-30,2015m10,0.1717,23.41,4764.5903,6338.209,671.741,197.232,3017.538,0.4580813,0.0071517047,0.04411814,0.0645278591867567,0.633325799129537,0.6237321250495177,2015Q4,
BNL,19658,2020-07-01,BROADSTONE NET LEASE INC,2.0,2.0,4.0,2020-09-30,2020m9,,16.78,2388.8345,4274.054,308.633,76.272,1593.437,0.50055754,0.022627696,0.036508195,,0.6670353311285273,,2020Q3,
BNL,19658,2020-10-01,BROADSTONE NET LEASE INC,2.0,2.0,4.0,2020-12-31,2020m12,0.1248,19.58,724.46,4144.055,319.962,75.491,1591.633,0.49078208,0.0023749685,0.03911555,,2.196992320681093,,2020Q4,
BNL,19658,2021-01-01,BROADSTONE NET LEASE INC,2.0,2.0,4.0,2021-03-31,2021m3,0.0254,18.3,2667.6458,4204.469,324.3,60.853,2191.794,0.36747423,0.025921704,0.040287845,,0.8216210661826069,,2021Q1,
BNL,19658,2021-04-01,BROADSTONE NET LEASE INC,2.0,2.0,4.0,2021-05-28,2021m5,0.0823,21.84,3184.5342,4258.483,321.661,51.181,2299.105,0.36253214,0.026001748,0.042040322,0.0222612712338061,0.721959627521248,,2021Q2,
BNL,19658,2021-07-01,BROADSTONE NET LEASE INC,2.0,2.0,4.0,2021-08-31,2021m8,0.053,27.4,4351.942,4206.045,326.124,62.588,2312.532,0.35838252,0.0043627685,0.04528934,0.0222612712338061,0.5313793204095724,,2021Q3,
BNL,19658,2021-10-01,BROADSTONE NET LEASE INC,2.0,2.0,4.0,2021-10-29,2021m10,0.0717,26.59,4223.2896,4423.611,330.507,68.449,2554.653,0.33722723,0.019668998,0.044892058,0.0222612712338061,0.6048965092665031,,2021Q4,
BNL,19658,2022-01-01,BROADSTONE NET LEASE INC,2.0,2.0,4.0,2022-01-31,2022m1,-0.0689,23.11,3726.8804,4501.972,372.54,88.397,2552.004,0.35326007,0.0044596014,0.051839948,0.0222612712338061,0.6847560328939981,,2022Q1,
BNL,19658,2022-04-01,BROADSTONE NET LEASE INC,2.0,2.0,4.0,2022-06-30,2022m6,-0.0175,20.51,3472.466,4618.648,382.893,102.426,2577.292,0.36631674,0.0060123657,0.053032186,0.0397417133953001,0.7422079848118024,0.4814152213479408,2022Q2,
BNL,19658,2022-07-01,BROADSTONE NET LEASE INC,2.0,2.0,4.0,2022-07-29,2022m7,0.1053,22.67,3838.167,4852.52,394.031,106.961,2724.641,0.36952615,0.013507827,0.051985566,0.0397417133953001,0.709880813753349,0.5280139343900732,2022Q3,
BNL,19658,2022-10-01,BROADSTONE NET LEASE INC,2.0,2.0,4.0,2022-12-30,2022m12,-0.0286,16.21,2806.194,4979.442,407.279,119.263,2798.69,0.3710026,0.005819126,0.05299409,0.0397417133953001,0.9973258945768716,0.7566137502098187,2022Q4,
BNL,19658,2023-01-01,BROADSTONE NET LEASE INC,2.0,2.0,4.0,2023-01-31,2023m1,0.1172,18.11,3135.1128,5239.192,388.03,117.674,2840.692,0.391861,0.015720172,0.04830764,0.0397417133953001,0.90608922901776,0.7769615753524518,2023Q1,
BNL,19658,2023-04-01,BROADSTONE NET LEASE INC,2.0,2.0,4.0,2023-04-28,2023m4,-0.0494,16.17,3012.4062,5457.609,407.557,122.115,3092.918,0.3712144,0.011001155,0.04689123,0.0397417133953001,1.0267267134869342,0.7835579398289588,2023Q2,
BNL,19658,2023-07-01,BROADSTONE NET LEASE INC,2.0,2.0,4.0,2023-07-31,2023m7,0.0557,16.3,3051.425,5335.868,432.87,134.661,3079.207,0.3624402,0.003618905,0.050823223,0.0394821330536406,1.0091046089122295,0.7781160746025007,2023Q3,
BNL,19658,2023-10-01,BROADSTONE NET LEASE INC,2.0,2.0,4.0,2023-10-31,2023m10,-0.0105,14.15,2649.8987,5368.15,444.292,161.159,3107.536,0.36200628,0.0067555862,0.051145926,0.0394821330536406,1.172699858314162,0.7714516370193473,2023Q4,
BNL,19658,2024-01-01,BROADSTONE NET LEASE INC,2.0,2.0,4.0,2024-02-29,2024m2,-0.0722,14.91,2798.7114,5335.043,450.432,183.732,3120.776,0.35509124,0.009465153,0.05078347,0.0394821330536406,1.11507604755805,0.8093403072443563,2024Q1,
BNL,19658,2024-04-01,BROADSTONE NET LEASE INC,2.0,2.0,4.0,2024-04-30,2024m4,-0.0708,14.56,2733.014,5268.735,443.4,155.478,3049.241,0.3642267,0.0039159306,0.05144954,0.0394821330536406,1.11570631061417,0.8284167814948471,2024Q2,
BNL,19658,2024-07-01,BROADSTONE NET LEASE INC,2.0,2.0,4.0,2024-07-31,2024m7,0.097,17.41,3282.081,5269.655,429.845,181.288,3073.622,0.36093444,0.042275634,0.05077467,0.0509890822011116,0.9364857449625712,0.8347260745374265,2024Q3,
BNL,19658,2024-10-01,BROADSTONE NET LEASE INC,2.0,2.0,4.0,2024-10-31,2024m10,-0.0718,17.59,3316.0142,5264.557,426.967,156.603,3054.802,0.36224967,0.0037792353,0.053092595,0.0509890822011116,0.9212271124166318,0.8353919123750352,2024Q4,
BNP,75037,1987-04-01,BODDIE NOELL PROPERTIES INC,2.0,2.0,4.0,1987-06-30,1987m6,-0.0215,11.375,32.41875,,,,,,,,,,,1987Q2,
BNP,75037,1987-07-01,B N P RESIDENTIAL PROPERTIES INC,2.0,2.0,4.0,1987-07-31,1987m7,0.0321,11.625,33.13125,,,,,,,,,,,1987Q3,
BNP,75037,1987-10-01,B N P RESIDENTIAL PROPERTIES INC,2.0,2.0,4.0,1987-11-30,1987m11,0.0238,10.75,30.6375,,,,,,,,,,,1987Q4,
BNP,75037,1988-01-01,B N P RESIDENTIAL PROPERTIES INC,2.0,2.0,4.0,1988-02-29,1988m2,0.0659,12.125,34.55625,,,,,,,,,,,1988Q1,
BNP,75037,1988-04-01,B N P RESIDENTIAL PROPERTIES INC,2.0,2.0,4.0,1988-04-29,1988m4,-0.0046,11.625,33.13125,44.12,3.127,1.692,31.972,0.2719855,0.026813237,0.05290118,0.052921306142875,0.965010379085314,,1988Q2,
BNP,75037,1988-07-01,B N P RESIDENTIAL PROPERTIES INC,2.0,2.0,4.0,1988-07-29,1988m7,0.0269,12.25,34.9125,43.83,4.347,2.361,31.729,0.27378508,0.026443075,0.05290118,0.052921306142875,0.9088148970011524,,1988Q3,
BNP,75037,1988-10-01,B N P RESIDENTIAL PROPERTIES INC,2.0,2.0,4.0,1988-12-30,1988m12,-0.0093,13.25,37.7625,43.705,5.18,2.916,31.608,0.27456814,0.025191626,0.05290118,0.052921306142875,0.8370208487689041,,1988Q4,
BNP,75037,1989-01-01,B N P RESIDENTIAL PROPERTIES INC,2.0,2.0,4.0,1989-02-28,1989m2,0.0192,13.25,37.7625,43.638,5.247,2.993,31.509,0.2749897,0.027292727,0.05290118,0.052921306142875,0.8343992261687717,0.2145204394875867,1989Q1,
BNP,75037,1989-04-01,B N P RESIDENTIAL PROPERTIES INC,2.0,2.0,4.0,1989-04-28,1989m4,0.0068,13.0,37.05,43.409,5.225,3.032,31.27,0.27644038,0.02992467,0.08866825,0.052921306142875,0.8439946142446335,0.2077190237922228,1989Q2,
BNP,75037,1989-07-01,B N P RESIDENTIAL PROPERTIES INC,2.0,2.0,4.0,1989-07-31,1989m7,-0.1044,11.75,33.4875,43.104,5.232,3.04,30.978,0.27839643,0.028698033,0.089736454,0.0969619443556124,0.9250616092831396,0.1753457140358812,1989Q3,
BNP,75037,1989-10-01,B N P RESIDENTIAL PROPERTIES INC,2.0,2.0,4.0,1989-10-31,1989m10,-0.0338,11.375,32.41875,42.886,5.215,3.029,30.789,0.2798116,0.025882572,0.089912795,0.0969619443556124,0.9497281529206127,0.1991835782309618,1989Q4,
